1212,WM Mostowa 7 Eksploatacja
1213,WM Mostowa 7 Remontowy
1313,WM Kołłątaja 8 Eksploatacja
1314,WM Kołłątaja 8 Remontowy
1414,WM Wodna8 Eksploatacja
1415,WM Wodna8 Remontowy
